08,21.005948,105.842005,1,1,0,08
32,21.005517,105.842547,1,0,1,32
06,21.005395,105.842912,1,1,0,32
09,21.005697,105.842773,1,1,1,32
04,21.005402,105.841850,0,0,0,04
05,21.005153,105.842092,1,1,1,04
39,21.005202,105.841638,1,1,1,04
41,21.006197,105.841819,1,0,1,08
36,21.006232,105.842251,1,0,1,08
00,21.006214,105.842905,1,1,1,08
01,21.006218,105.843377,1,1,0,08
