1,20.242965,105.717368,0,0,2
2,20.243146,105.716681,0,0,2
3,20.243941,105.717475,0,0,2
4,20.243690,105.716531,1,1,2
21,20.243498,105.717304,1,2,1
22,20.243247,105.716177,1,2,1
23,20.244163,105.716821,1,2,1
62,20.243670,105.716231,0,1,1
63,20.243297,105.716992,0,1,1
65,20.244143,105.717840,0,1,1
5,20.244314, 105.718151,1,1,1
6,20.245250, 105.716639,1,1,1
